T_2 	 42 	    1388 	     835 	    1498 	     891
T_2 	 43 	     869 	     845 	    1073 	     924
T_2 	 44 	    2539 	     882 	    3051 	     978
T_2 	 45 	    3137 	     887 	    3400 	     969
T_2 	 46 	    2389 	     905 	    2509 	     961
T_2 	 47 	    2236 	     917 	    2345 	     981
T_2 	 48 	    1839 	     920 	    1937 	    1001
T_2 	 49 	    1976 	     930 	    2185 	    1022
T_2 	 50 	     983 	     944 	    1244 	    1023
T_2 	 51 	     774 	     952 	     936 	    1025
T_2 	 52 	    1453 	     960 	    1720 	    1030
T_2 	 53 	      36 	     967 	     424 	    1076
T_2 	 54 	     527 	     970 	     720 	    1021
T_2 	 55 	    1310 	     972 	    1420 	    1052
T_2 	 56 	    2388 	    1003 	    2633 	    1090
T_2 	 57 	    2686 	    1012 	    2821 	    1080
T_2 	 58 	    2882 	    1013 	    3051 	    1073
T_2 	 59 	     576 	    1025 	     817 	    1048
T_2 	 60 	    3103 	    1027 	    3346 	    1070
T_2 	 61 	     839 	    1034 	    1016 	    1053
T_2 	 62 	    1124 	    1035 	    1210 	    1053
T_2 	 63 	    1818 	    1044 	    2094 	    1144
T_2 	 64 	    2168 	    1046 	    2322 	    1096
T_2 	 65 	    1041 	    1087 	    1230 	    1154
T_2 	 66 	     265 	    1089 	     797 	    1192
T_2 	 67 	      55 	    1098 	     185 	    1170
T_2 	 68 	    1289 	    1105 	    1408 	    1152
T_2 	 69 	    1445 	    1110 	    1634 	    1156
T_2 	 70 	     876 	    1117 	     987 	    1189
T_2 	 71 	    3183 	    1119 	    3521 	    1204
T_2 	 72 	    2468 	    1135 	    2904 	    1242
T_2 	 73 	    2952 	    1136 	    3126 	    1198
T_2 	 74 	    1993 	    1142 	    2041 	    1185
T_2 	 75 	    2315 	    1167 	    2432 	    1252
T_2 	 76 	    1849 	    1176 	    2240 	    1237
T_2 	 77 	     320 	    1211 	     512 	    1302
T_2 	 78 	    2220 	    1221 	    2269 	    1264
T_2 	 79 	     981 	    1222 	    1169 	    1296
T_2 	 80 	    1615 	    1227 	    1662 	    1263
T_2 	 81 	    1224 	    1233 	    1540 	    1302
T_2 	 82 	    1553 	    1247 	    1772 	    1323
T_2 	 83 	     573 	    1248 	     888 	    1301
T_2 	 84 	      15 	    1251 	     236 	    1355
T_2 	 85 	    2922 	    1251 	    3261 	    1320
T_2 	 86 	    3209 	    1257 	    3546 	    1372
T_2 	 87 	    2607 	    1271 	    2919 	    1361
T_2 	 88 	    2077 	    1285 	    2552 	    1381
T_2 	 89 	    1830 	    1306 	    2030 	    1399
T_2 	 90 	    1194 	    1364 	    1321 	    1444
T_2 	 91 	      13 	    1367 	     470 	    1483
T_2 	 92 	     835 	    1367 	     889 	    1408
T_2 	 93 	     895 	    1367 	    1180 	    1438
T_2 	 94 	     536 	    1368 	     651 	    1441
T_2 	 95 	     726 	    1369 	     819 	    1433
T_2 	 96 	    2972 	    1379 	    3467 	    1483
T_2 	 97 	    2492 	    1385 	    2688 	    1476
T_2 	 98 	    2202 	    1392 	    2428 	    1458
T_2 	 99 	    2755 	    1397 	    2902 	    1441
T_2 	 100 	    1844 	    1420 	    2097 	    1512
T_2 	 101 	      19 	    1492 	     145 	    1579
T_2 	 102 	    1128 	    1498 	    1472 	    1607
T_2 	 103 	    3111 	    1501 	    3220 	    1573
T_2 	 104 	    3028 	    1505 	    3078 	    1538
T_2 	 105 	    2359 	    1510 	    2884 	    1626
T_2 	 106 	     489 	    1513 	     630 	    1618
T_2 	 107 	    2071 	    1518 	    2292 	    1589
T_2 	 108 	    3224 	    1521 	    3476 	    1609
T_2 	 109 	     969 	    1522 	    1094 	    1570
T_2 	 110 	    1478 	    1525 	    1752 	    1617
T_2 	 111 	     622 	    1526 	     891 	    1574
T_2 	 112 	     212 	    1529 	     401 	    1577
T_2 	 113 	    2953 	    1533 	    3030 	    1576
T_2 	 114 	    2029 	    1568 	    2067 	    1600
T_2 	 115 	    2779 	    1624 	    3046 	    1701
T_2 	 116 	     627 	    1638 	     723 	    1711
T_2 	 117 	    3117 	    1638 	    3347 	    1688
T_2 	 118 	       9 	    1646 	     538 	    1756
T_2 	 119 	    1384 	    1652 	    1759 	    1714
T_2 	 120 	    2398 	    1652 	    2688 	    1718
T_2 	 121 	    1054 	    1653 	    1173 	    1706
T_2 	 122 	     765 	    1654 	     981 	    1738
T_2 	 123 	    1219 	    1661 	    1351 	    1706
T_2 	 124 	    2129 	    1667 	    2392 	    1773
T_2 	 125 	    1867 	    1681 	    2047 	    1737
T_2 	 126 	    3024 	    1763 	    3337 	    1829
T_2 	 127 	    2267 	    1772 	    2386 	    1848
T_2 	 128 	    3344 	    1777 	    3496 	    1853
T_2 	 129 	     143 	    1779 	     184 	    1818
T_2 	 130 	    2530 	    1781 	    2939 	    1887
T_2 	 131 	     207 	    1785 	     677 	    1899
T_2 	 132 	    1137 	    1787 	    1395 	    1852
T_2 	 133 	    1813 	    1800 	    1951 	    1902
T_2 	 134 	    2474 	    1804 	    2595 	    1850
T_2 	 135 	    2020 	    1805 	    2188 	    1860
T_2 	 136 	     989 	    1811 	    1063 	    1850
T_2 	 137 	    1444 	    1812 	    1653 	    1865
T_2 	 138 	     859 	    1813 	     968 	    1897
T_2 	 139 	    1931 	    1815 	    2010 	    1857
T_2 	 140 	      35 	    1816 	     120 	    1870
T_2 	 141 	     765 	    1838 	     826 	    1859
T_2 	 142 	    2602 	    1896 	    2976 	    1967
T_2 	 143 	    2387 	    1906 	    2549 	    1978
T_2 	 144 	    1921 	    1909 	    2064 	    1992
T_2 	 145 	    3196 	    1921 	    3497 	    2020
T_2 	 146 	    3030 	    1922 	    3143 	    1967
T_2 	 147 	      37 	    1928 	     544 	    2058
T_2 	 148 	     768 	    1928 	    1153 	    2029
T_2 	 149 	    1175 	    1932 	    1291 	    1996
T_2 	 150 	    1359 	    1932 	    1598 	    1998
T_2 	 151 	    2142 	    1933 	    2298 	    1981
T_2 	 152 	     567 	    1947 	     715 	    1995
T_2 	 153 	    1518 	    1951 	    1650 	    2049
T_2 	 154 	     590 	    1999 	     658 	    2021
T_2 	 155 	    2863 	    2036 	    3038 	    2101
T_2 	 156 	    3095 	    2036 	    3385 	    2101
T_2 	 157 	    2701 	    2057 	    2816 	    2101
T_2 	 158 	    2521 	    2060 	    2640 	    2108
T_2 	 159 	    1867 	    2064 	    2196 	    2124
T_2 	 160 	    2344 	    2070 	    2457 	    2152
T_2 	 161 	     811 	    2072 	     927 	    2151
T_2 	 162 	    1298 	    2081 	    1494 	    2152
T_2 	 163 	    1500 	    2082 	    1547 	    2121
T_2 	 164 	      37 	    2092 	     438 	    2204
T_2 	 165 	    1011 	    2096 	    1149 	    2145
T_2 	 166 	    1520 	    2097 	    1722 	    2187
T_2 	 167 	    1144 	    2108 	    1227 	    2150
T_2 	 168 	     491 	    2113 	     731 	    2207
T_2 	 169 	    2769 	    2189 	    3442 	    2291
T_2 	 170 	    2235 	    2197 	    2464 	    2270
T_2 	 171 	    2542 	    2203 	    2732 	    2252
T_2 	 172 	    1866 	    2206 	    2135 	    2285
T_2 	 173 	     239 	    2248 	     642 	    2327
T_2 	 174 	      40 	    2252 	     154 	    2334
T_2 	 175 	    1005 	    2253 	    1140 	    2321
T_2 	 176 	    1486 	    2265 	    1605 	    2318
T_2 	 177 	    1201 	    2276 	    1436 	    2320
T_2 	 178 	     653 	    2284 	     937 	    2325
T_2 	 179 	    3269 	    2317 	    3499 	    2428
T_2 	 180 	    2079 	    2337 	    2350 	    2462
T_2 	 181 	    2429 	    2345 	    2766 	    2452
T_2 	 182 	    2815 	    2350 	    2918 	    2407
T_2 	 183 	    1890 	    2351 	    1990 	    2426
T_2 	 184 	    3165 	    2352 	    3238 	    2401
T_2 	 185 	    1045 	    2385 	    1575 	    2493
T_2 	 186 	     810 	    2393 	     998 	    2466
T_2 	 187 	      35 	    2404 	     459 	    2488
T_2 	 188 	    1614 	    2429 	    1766 	    2480
T_2 	 189 	     508 	    2434 	     726 	    2534
T_2 	 190 	    3257 	    2442 	    3406 	    2522
T_2 	 191 	    3016 	    2455 	    3197 	    2521
T_2 	 192 	    2769 	    2467 	    2826 	    2510
T_2 	 193 	    2243 	    2474 	    2734 	    2604
T_2 	 194 	    2112 	    2487 	    2200 	    2563
T_2 	 195 	    1883 	    2512 	    2023 	    2571
T_2 	 196 	    2857 	    2512 	    2920 	    2533
T_2 	 197 	    1054 	    2548 	    1378 	    2682
T_2 	 198 	      73 	    2557 	     198 	    2649
T_2 	 199 	     276 	    2579 	     499 	    2665
T_2 	 200 	     803 	    2591 	     989 	    2642
T_2 	 201 	    1443 	    2594 	    1616 	    2684
T_2 	 202 	     545 	    2601 	     724 	    2698
T_2 	 203 	    1639 	    2602 	    1751 	    2675
T_2 	 204 	    3432 	    2606 	    3526 	    2678
T_2 	 205 	    3197 	    2610 	    3397 	    2672
T_2 	 206 	    1890 	    2611 	    2410 	    2701
T_2 	 207 	    1365 	    2619 	    1415 	    2658
T_2 	 208 	    2883 	    2624 	    3105 	    2667
T_2 	 209 	    2725 	    2626 	    2796 	    2670
T_2 	 210 	    2523 	    2628 	    2642 	    2678
T_2 	 211 	    3089 	    2660 	    3135 	    2695
